PeakID (cmd=annotatePeaks.pl 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_509	chr1	183429931	183429983	+	5617	NA	Intergenic	TTS (NR_040063)	11160	NR_040063	284649	Hs.127384	NR_040063	ENSG00000232860	SMG7-AS1	DKFZP564C196	SMG7 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4621	chr4	119200344	119200437	+	5405	NA	non-coding (NR_002963, exon 1 of 1)	promoter-TSS (NR_002963)	45	NR_002963	677809	Hs.744742	NR_002963	ENSG00000275994	SNORA24	ACA24	small nucleolar RNA, H/ACA box 24	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1357	chr12	49525064	49525180	+	5267	NA	5' UTR (NM_006082, exon 1 of 4)	5' UTR (NM_006082, exon 1 of 4)	182	NM_006082	10376	Hs.524390	NM_006082	ENSG00000123416	TUBA1B	K-ALPHA-1	tubulin, alpha 1b	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4082	chr3	181540689	181540780	+	5196	NA	Intergenic--3670	5S|rRNA|rRNA	111022	NM_003106	6657	Hs.518438	NM_003106	ENSG00000181449	SOX2	ANOP3|MCOPS3	SRY box 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2391	chr16	68776380	68776465	+	5191	NA	non-coding (NR_106988, exon 1 of 1).17	promoter-TSS (NR_106988).17	3	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4724	chr5	10250355	10250545	+	5166	NA	5' UTR (NM_012073, exon 1 of 11)	promoter-TSS (NM_199133)	-199	NM_001306156	22948	Hs.1600	NM_012073	ENSG00000150753	CCT5	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	chaperonin containing TCP1, subunit 5 (epsilon)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6228	chr9	123248900	123248951	+	5155	NA	intron (NR_073555, intron 14 of 37)	intron (NR_073555, intron 14 of 37)	93523	NM_001272039	55755	Hs.269560	NM_018249	ENSG00000136861	CDK5RAP2	C48|Cep215|MCPH3	CDK5 regulatory subunit associated protein 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2721a	chr17	57915293	57915417	+	5050	NA	intron (NM_030938, intron 10 of 11)	intron (NM_030938, intron 10 of 11)	-3272	NR_029493	406991	Hs.444569	NR_029493	ENSG00000199004	MIR21	MIRN21|hsa-mir-21|miR-21|miRNA21	microRNA 21	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1013	chr11	57587105	57587168	+	4967	NA	Intergenic	TTS (NM_001085463)	57902	NM_001206889	1500	Hs.166011	NM_001331	ENSG00000198561	CTNND1	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin (cadherin-associated protein), delta 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5790	chr7	139025445	139025538	+	4945	NA	intron (NR_073059, intron 1 of 1)	promoter-TSS (NM_001244584)	295	NR_073060	154791	Hs.718441	NM_197964	ENSG00000164898	C7orf55	FMC1|HSPC268	chromosome 7 open reading frame 55	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1504b	chr12	120730887	120731041	+	4940	NA	Intergenic--11066	U4|snRNA|snRNA	-9160	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3929	chr20	47897225	47897298	+	4922	NA	non-coding (NR_003030, exon 1 of 1)	promoter-TSS (NR_003030)	41	NR_003030	692057		NR_003030	ENSG00000212304	SNORD12	HBII-99|MIR1259|MIRN1259	small nucleolar RNA, C/D box 12	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5185	chr7	5570132	5570232	+	4910	NA	5' UTR (NM_001101, exon 1 of 6)	promoter-TSS (NM_001101)	50	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2450	chr16	89627835	89627922	+	4852	NA	non-coding (NR_002450, exon 1 of 1)	promoter-TSS (NR_002450)	40	NR_002450	606500		NR_002450		SNORD68	HBII-202	small nucleolar RNA, C/D box 68	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6321	chr9	136217701	136217777	+	4808	NA	non-coding (NR_000016, exon 1 of 1)	promoter-TSS (NR_000016)	38	NR_000016	26813		NR_000016	ENSG00000252542	SNORD36C	RNU36C|U36c	small nucleolar RNA, C/D box 36C	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1924	chr14	70827621	70827684	+	4795	NA	intron (NM_001202548, intron 3 of 5)	U2|snRNA|snRNA	-1204	NM_001204090	51241	Hs.709581	NM_016468	ENSG00000133983	COX16	C14orf112|HSPC203	COX16 cytochrome c oxidase assembly homolog	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5406	chr6	133135708	133135767	+	4675	NA	5' UTR (NM_001016, exon 1 of 6)	promoter-TSS (NM_001016)	29	NM_001016	6206	Hs.546289	NM_001016		RPS12	S12	ribosomal protein S12	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1810	chr14	20883145	20883214	+	4609	NA	Intergenic--11603	5S|rRNA|rRNA	-1600	NM_007110	7011	Hs.508835	NM_007110	ENSG00000129566	TEP1	TLP1|TP1|TROVE1|VAULT2|p240	telomerase-associated protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2096	chr16	2205017	2205106	+	4601	NA	non-coding (NR_002736, exon 1 of 1)	promoter-TSS (NR_002736)	45	NR_002736	26788		NR_002736	ENSG00000206630	SNORD60	RNU60|U60	small nucleolar RNA, C/D box 60	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2606	chr17	37356565	37356636	+	4601	NA	5' UTR (NM_000981, exon 1 of 6)	promoter-TSS (NM_000981)	64	NM_000981	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4083	chr22	36713120	36713181	+	4600	NA	intron (NM_002473, intron 11 of 40)	5S|rRNA|rRNA	-30197	NR_106877	102465491		NR_106877	ENSG00000278420	MIR6819	hsa-mir-6819	microRNA 6819	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1098	chr11	65625531	65625651	+	4596	NA	5' UTR (NM_005507, exon 1 of 4)	5' UTR (NM_005507, exon 1 of 4)	213	NM_005507	1072	Hs.170622	NM_005507	ENSG00000172757	CFL1	CFL|HEL-S-15|cofilin	cofilin 1 (non-muscle)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5168	chr6	26156556	26156662	+	4565	NA	5' UTR (NM_005321, exon 1 of 1)	promoter-TSS (NM_005321)	50	NM_005321	3008	Hs.248133	NM_005321	ENSG00000168298	HIST1H1E	H1.4|H1E|H1F4|H1s-4|dJ221C16.5	histone cluster 1, H1e	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1073	chr11	64915060	64915144	+	4526	NA	Intergenic--9830	U2|snRNA|snRNA	-13099	NM_032431	84447	Hs.75859	NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synovial apoptosis inhibitor 1, synoviolin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1273	chr11	124506354	124506417	+	4497	NA	3' UTR (NM_001199922, exon 12 of 12)	promoter-TSS (NR_106988).12	-9	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1571	chr12	98897281	98897365	+	4448	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	310	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5810	chr7	148638580	148638679	+	4447	NA	Intergenic--7050	HY5|scRNA|scRNA	-45990	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5303	chr6	44214834	44214921	+	4411	NA	5' UTR (NM_007355, exon 1 of 12)	5' UTR (NM_007355, exon 1 of 12)	182	NM_007355	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5610	chr8	93179722	93179779	+	4332	NA	Intergenic	promoter-TSS (NR_106988).26	-11	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5061	chr5	170814854	170814933	+	4329	NA	5' UTR (NM_001037738, exon 1 of 10)	5' UTR (NM_001037738, exon 1 of 10)	185	NM_001037738	4869	Hs.557550	NM_002520	ENSG00000181163	NPM1	B23|NPM	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2627	chr17	39874405	39874465	+	4240	NA	Intergenic--13807	5S|rRNA|rRNA	5857	NM_000805	2520	Hs.2681	NM_000805	ENSG00000184502	GAST	GAS	gastrin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5950	chr8	61134931	61134986	+	4202	NA	intron (NM_004056, intron 7 of 8)	intron (NM_004056, intron 7 of 8)	58996	NM_004056	767	Hs.654388	NM_004056	ENSG00000178538	CA8	CA-VIII|CALS|CAMRQ3|CARP	carbonic anhydrase VIII	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5853b	chr9	35657737	35658017	+	4161	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	138	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4344	chr4	166214376	166214461	+	4145	NA	intron (NM_007246, intron 5 of 14)	U2|snRNA|snRNA	-13243	NR_026575	2713	Hs.654557	NR_026575		GK3P	GKP3|GKTB	glycerol kinase 3 pseudogene	pseudo
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5930a	chr9	113018694	113018859	+	4144	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	144	NM_001244938	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6367b	chrM	588	797	+	4117	NA	NA	Intergenic	NA	NA								
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3966	chr20	60962121	60962231	+	4031	NA	5' UTR (NM_001024, exon 1 of 6)	promoter-TSS (NM_001024)	55	NM_001024	6227	Hs.190968	NM_001024	ENSG00000171858	RPS21	HLDF|S21	ribosomal protein S21	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1629	chr13	92957204	92957262	+	4014	NA	intron (NM_004466, intron 7 of 7)	5S|rRNA|rRNA	47227	NR_120382	100873970	Hs.567269	NR_120382		GPC5-AS2	-	GPC5 antisense RNA 2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4543	chr5	81574098	81574207	+	3961	NA	5' UTR (NM_001025, exon 1 of 4)	promoter-TSS (NM_001025)	83	NM_001025	6228	Hs.527193	NM_001025	ENSG00000186468	RPS23	S23	ribosomal protein S23	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5909	chr8	36621962	36622014	+	3959	NA	Intergenic--7334	5S|rRNA|rRNA	-19854	NM_001031836	157855	Hs.13861	NM_001031836	ENSG00000215262	KCNU1	KCNMC1|KCa5|KCa5.1|Kcnma3|Slo3	potassium channel, subfamily U, member 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1063	chr11	62621127	62621205	+	3911	NA	non-coding (NR_002561, exon 1 of 1)	promoter-TSS (NR_002561)	38	NR_002561	9299		NR_002561	ENSG00000277846	SNORD30	RNU30|U30	small nucleolar RNA, C/D box 30	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3475	chr2	85132777	85132864	+	3892	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	57	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4533	chr4	40992181	40992230	+	3847	NA	intron (NM_004307, intron 6 of 17)	5S|rRNA|rRNA	-132996	NM_001166054	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta (A4) precursor protein-binding, family B, member 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3233	chr19	50000976	50001062	+	3829	NA	non-coding (NR_001285, exon 1 of 1)	promoter-TSS (NR_001285)	43	NR_001285	84546		NR_001285	ENSG00000200530	SNORD35B	RNU35B|U35B	small nucleolar RNA, C/D box 35B	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4786	chr6	26032244	26032329	+	3814	NA	exon (NM_003537, exon 1 of 1)	promoter-TSS (NM_003537)	2	NM_003537	8358	Hs.533292	NM_003537	ENSG00000274267	HIST1H3B	H3/l|H3FL	histone cluster 1, H3b	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2390	chr16	68562245	68562302	+	3806	NA	Intergenic--13177	Intergenic	-10843	NM_133458	146198	Hs.461074	NM_133458	ENSG00000184939	ZFP90	FIK|NK10|ZNF756|zfp-90	ZFP90 zinc finger protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3584	chr20	57607285	57607410	+	3794	NA	5' UTR (NM_006886, exon 1 of 3)	promoter-TSS (NM_006886)	75	NM_006886	514	Hs.177530	NM_006886		ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5853a	chr9	35657737	35658017	+	3787	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	138	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5783	chr9	19380152	19380238	+	3763	NA	5' UTR (NM_001010, exon 1 of 6)	promoter-TSS (NM_001010)	40	NM_001010	6194	Hs.408073	NM_001010	ENSG00000137154	RPS6	S6	ribosomal protein S6	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2144	chr16	18801586	18801659	+	3751	NA	5' UTR (NM_001030009, exon 1 of 5)	promoter-TSS (NM_001030009)	34	NM_001030009	6210	Hs.370504	NM_001019	ENSG00000134419	RPS15A	S15a	ribosomal protein S15a	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6223	chrX	146555872	146555921	+	3716	NA	Intergenic--17401	L2c|LINE|L2	-189650	NR_030239	574517		NR_030239	ENSG00000207866	MIR514A2	MIR514-2|MIRN514-2|hsa-mir-514a-2	microRNA 514a-2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5569	chr8	67834699	67834786	+	3679	NA	non-coding (NR_002598, exon 1 of 1)	promoter-TSS (NR_002598)	42	NR_002598	641648		NR_002598	ENSG00000254341	SNORD87	HBII-276|U87	small nucleolar RNA, C/D box 87	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1276	chr12	12756791	12756844	+	3678	NA	Intergenic--10435	AluSx1|SINE|Alu	-7950	NM_001310	1389	Hs.591156	NM_001310	ENSG00000111269	CREBL2	-	cAMP responsive element binding protein-like 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4817	chr6	27114550	27114634	+	3673	NA	5' UTR (NM_080593, exon 1 of 2)	promoter-TSS (NM_080593)	45	NM_080593	85236	Hs.437275	NM_080593		HIST1H2BK	H2B/S|H2BFAiii|H2BFT|H2BK	histone cluster 1, H2bk	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1503a	chr12	120729553	120729708	+	3667	NA	Intergenic--11066	U4|snRNA|snRNA	-10494	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2120	chr15	69745157	69745281	+	3662	NA	5' UTR (NM_001003, exon 1 of 4)	promoter-TSS (NM_001003)	60	NM_001003	6176	Hs.356502	NM_001003	ENSG00000137818	RPLP1	LP1|P1|RPP1	ribosomal protein, large, P1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_110a	chr1	28975112	28975261	+	3617	NA	non-coding (NR_004407, exon 1 of 1)	promoter-TSS (NR_004407)	74	NR_004407	26824	Hs.640266	NR_004407	ENSG00000270103	RNU11	RNU11-1|U11	RNA, U11 small nuclear	snRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_661	chr10	327992	328066	+	3549	NA	intron (NM_014974, intron 35 of 36)	promoter-TSS (NR_106988).11	-3	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1181	chr11	100772801	100772854	+	3510	NA	intron (NM_152432, intron 4 of 23)	intron (NM_152432, intron 4 of 23)	-89984	NM_032021	83935	Hs.44004	NM_032021	ENSG00000170647	TMEM133	AD031	transmembrane protein 133	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2740b	chr17	62223331	62223528	+	3509	NA	intron (NR_132278, intron 1 of 1)	promoter-TSS (NR_004380)	-9	NR_004380	692227		NR_004380	ENSG00000199753	SNORD104	U104	small nucleolar RNA, C/D box 104	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6093	chr9	1333834	1333893	+	3493	NA	Intergenic--7828	5S|rRNA|rRNA	283243	NM_181872	10655	Hs.59506	NM_006557	ENSG00000173253	DMRT2	-	doublesex and mab-3 related transcription factor 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3738	chr22	39709811	39709914	+	3472	NA	non-coding (NR_000028, exon 1 of 1)	promoter-TSS (NR_000028)	54	NR_000028	116938		NR_000028	ENSG00000209480	SNORD83B	RNU83B|U83B	small nucleolar RNA, C/D box 83B	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1404	chr12	28658327	28658399	+	3419	NA	intron (NM_018318, intron 11 of 11)	5S|rRNA|rRNA	248230	NM_018318	55297	Hs.653125	NM_018318	ENSG00000123106	CCDC91	HSD8|p56	coiled-coil domain containing 91	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3231	chr19	49994432	49994522	+	3398	NA	non-coding (NR_000018, exon 1 of 1)	promoter-TSS (NR_000018)	45	NR_000018	26816		NR_000018	ENSG00000200259	SNORD35A	RNU35|RNU35A|U35	small nucleolar RNA, C/D box 35A	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5646	chr8	117034956	117035016	+	3398	NA	intron (NR_046215, intron 7 of 13)	5S|rRNA|rRNA	302311	NR_046215	100859921	Hs.552281	NR_046215	ENSG00000249917	LINC00536	-	long intergenic non-protein coding RNA 536	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3282	chr19	58898636	58898727	+	3358	NA	5' UTR (NM_001009, exon 1 of 6)	promoter-TSS (NR_039910)	45	NM_001009	6193	Hs.378103	NM_001009	ENSG00000083845	RPS5	S5	ribosomal protein S5	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1271	chr11	123172176	123172254	+	3330	NA	Intergenic--10208	U8|snRNA|snRNA	80005	NR_039714	100616319		NR_039714	ENSG00000265357	MIR4493	-	microRNA 4493	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1675	chr12	132515768	132515848	+	3320	NA	non-coding (NR_002979, exon 1 of 1)	promoter-TSS (NR_002979)	39	NR_002979	677829	Hs.742405	NR_002979	ENSG00000208892	SNORA49	ACA49	small nucleolar RNA, H/ACA box 49	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5250	chr6	31804851	31804934	+	3316	NA	non-coding (NR_002742, exon 1 of 1)	promoter-TSS (NR_002742)	39	NR_002742	26797		NR_002742	ENSG00000201754	SNORD52	RNU52|U52	small nucleolar RNA, C/D box 52	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_371	chr1	149858144	149858232	+	3311	NA	5' UTR (NM_003528, exon 1 of 1)	promoter-TSS (NM_003517)	44	NM_003528	8349	Hs.2178	NM_003528	ENSG00000184678	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	histone cluster 2, H2be	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3415	chr2	59549314	59549377	+	3283	NA	Intergenic--1990	5S|rRNA|rRNA	104502	NR_110219	101927285	Hs.570209	NR_110219	ENSG00000222030	LOC101927285	-	uncharacterized LOC101927285	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_573	chr1	208189331	208189380	+	3267	NA	Intergenic--1486	MIR3|SINE|MIR	-104672	NM_001025109	947	Hs.374990	NM_001773	ENSG00000174059	CD34	-	CD34 molecule	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_260	chr1	72642612	72642676	+	3220	NA	intron (NM_173808, intron 1 of 6)	5S|rRNA|rRNA	105633	NM_173808	257194	Hs.146542	NM_173808	ENSG00000172260	NEGR1	DMML2433|IGLON4|KILON|Ntra	neuronal growth regulator 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2476	chr17	37009914	37009986	+	3216	NA	5' UTR (NM_000978, exon 1 of 5)	promoter-TSS (NR_002576)	103	NM_000978	9349	Hs.406300	NM_000978		RPL23	L23|rpL17	ribosomal protein L23	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_244	chr1	76253573	76253670	+	3210	NA	non-coding (NR_002749, exon 1 of 1)	promoter-TSS (NR_002749)	47	NR_002749	26805		NR_002749	ENSG00000207241	SNORD45A	RNU45A|U45a	small nucleolar RNA, C/D box 45A	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3452	chr2	232366837	232366912	+	3205	NA	Intergenic--2773	U2|snRNA|snRNA	12176	NR_024079	151477	Hs.375211	NM_173513	ENSG00000181798	LINC00471	C2orf52	long intergenic non-protein coding RNA 471	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_133	chr1	28906338	28906391	+	3195	NA	non-coding (NR_002987, exon 1 of 1)	promoter-TSS (NR_002987)	41	NR_002987	677838	Hs.632377	NR_002987	ENSG00000278274	SNORA61	ACA61	small nucleolar RNA, H/ACA box 61	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2466	chr17	2092238	2092300	+	3156	NA	intron (NM_001256827, intron 3 of 11)	5S|rRNA|rRNA	-43703	NR_110888	101927839	Hs.665648	NR_110888	ENSG00000225084	LOC101927839	-	uncharacterized LOC101927839	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4643	chr5	137896721	137896800	+	3129	NA	non-coding (NR_002913, exon 1 of 1)	promoter-TSS (NR_002913)	39	NR_002913	26785		NR_002913	ENSG00000206989	SNORD63	RNU63|U63	small nucleolar RNA, C/D box 63	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4945	chr5	129450095	129450163	+	3118	NA	intron (NM_175856, intron 2 of 2)	5S|rRNA|rRNA	209606	NM_175856	337876	Hs.213137	NM_175856	ENSG00000198108	CHSY3	CHSY2|CSS3	chondroitin sulfate synthase 3	protein-coding
