PeakID (cmd=annotatePeaks.pl 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2598	chr17	57915293	57915410	+	5186	NA	intron (NM_030938, intron 10 of 11)	intron (NM_030938, intron 10 of 11)	-3276	NR_029493	406991	Hs.444569	NR_029493	ENSG00000199004	MIR21	MIRN21|hsa-mir-21|miR-21|miRNA21	microRNA 21	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5554	chr8	36621962	36622013	+	5136	NA	Intergenic--7334	5S|rRNA|rRNA	-19855	NM_001031836	157855	Hs.13861	NM_001031836	ENSG00000215262	KCNU1	KCNMC1|KCa5|KCa5.1|Kcnma3|Slo3	potassium channel, subfamily U, member 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4528	chr5	149829228	149829306	+	5130	NA	5' UTR (NM_005617, exon 1 of 5)	promoter-TSS (NM_005617)	52	NM_005617	6208	Hs.744846	NM_005617	ENSG00000164587	RPS14	EMTB|S14	ribosomal protein S14	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1025c	chr11	65267832	65268276	+	5065	NA	non-coding (NR_002819, exon 1 of 1)	non-coding (NR_002819, exon 1 of 1)	2821	NR_002819	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853|mascRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4539	chr5	157403875	157403964	+	5057	NA	Intergenic--5220	U2|snRNA|snRNA	-117736	NM_001195555	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2507	chr17	39874405	39874466	+	5024	NA	Intergenic--13807	5S|rRNA|rRNA	5857	NM_000805	2520	Hs.2681	NM_000805	ENSG00000184502	GAST	GAS	gastrin	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_475	chr1	183429931	183429985	+	5024	NA	Intergenic	TTS (NR_040063)	11159	NR_040063	284649	Hs.127384	NR_040063	ENSG00000232860	SMG7-AS1	DKFZP564C196	SMG7 antisense RNA 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1346	chr12	49525055	49525180	+	5015	NA	5' UTR (NM_006082, exon 1 of 4)	5' UTR (NM_006082, exon 1 of 4)	187	NM_006082	10376	Hs.524390	NM_006082	ENSG00000123416	TUBA1B	K-ALPHA-1	tubulin, alpha 1b	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1015	chr11	65190268	65190364	+	4965	NA	non-coding (NR_131012, exon 1 of 1)	promoter-TSS (NR_131012)	47	NR_028272	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1066	chr11	62621126	62621205	+	4963	NA	non-coding (NR_002561, exon 1 of 1)	promoter-TSS (NR_002561)	39	NR_002561	9299		NR_002561	ENSG00000277846	SNORD30	RNU30|U30	small nucleolar RNA, C/D box 30	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1725	chr14	20883145	20883212	+	4847	NA	Intergenic--11603	5S|rRNA|rRNA	-1599	NM_007110	7011	Hs.508835	NM_007110	ENSG00000129566	TEP1	TLP1|TP1|TROVE1|VAULT2|p240	telomerase-associated protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_254	chr1	72642612	72642676	+	4846	NA	intron (NM_173808, intron 1 of 6)	5S|rRNA|rRNA	105633	NM_173808	257194	Hs.146542	NM_173808	ENSG00000172260	NEGR1	DMML2433|IGLON4|KILON|Ntra	neuronal growth regulator 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6000k	chrM	1253	2728	+	4813	NA	NA	Intergenic	NA	NA								
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1191	chr11	100772801	100772854	+	4799	NA	intron (NM_152432, intron 4 of 23)	intron (NM_152432, intron 4 of 23)	-89984	NM_032021	83935	Hs.44004	NM_032021	ENSG00000170647	TMEM133	AD031	transmembrane protein 133	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1856	chr14	76529560	76529622	+	4768	NA	intron (NM_001102564, intron 5 of 8)	5S|rRNA|rRNA	77495	NM_001255995	112752	Hs.532626	NM_052873	ENSG00000119650	IFT43	C14orf179|CED3	intraflagellar transport 43	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4890	chr6	26156556	26156663	+	4755	NA	5' UTR (NM_005321, exon 1 of 1)	promoter-TSS (NM_005321)	50	NM_005321	3008	Hs.248133	NM_005321	ENSG00000168298	HIST1H1E	H1.4|H1E|H1F4|H1s-4|dJ221C16.5	histone cluster 1, H1e	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5501	chr8	133451038	133451088	+	4743	NA	intron (NM_004519, intron 1 of 14)	L3|LINE|CR1	8446	NM_001204824	3786	Hs.374023	NM_004519	ENSG00000184156	KCNQ3	BFNC2|EBN2|KV7.3	potassium channel, voltage gated KQT-like subfamily Q, member 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5998b	chrM	589	797	+	4600	NA	NA	Intergenic	NA	NA								
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5481	chr7	148638580	148638678	+	4555	NA	Intergenic--7050	HY5|scRNA|scRNA	-45990	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1248	chr12	13199085	13199140	+	4546	NA	intron (NM_020853, intron 1 of 12)	promoter-TSS (NR_106988).13	-13	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1613	chr13	92957204	92957263	+	4537	NA	intron (NM_004466, intron 7 of 7)	5S|rRNA|rRNA	47227	NR_120382	100873970	Hs.567269	NR_120382		GPC5-AS2	-	GPC5 antisense RNA 2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_490	chr1	173836004	173836076	+	4535	NA	non-coding (NR_003941, exon 1 of 1)	promoter-TSS (NR_003941)	36	NR_003941	692195		NR_003941		SNORD75	U75	small nucleolar RNA, C/D box 75	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4989	chr7	5570130	5570232	+	4527	NA	5' UTR (NM_001101, exon 1 of 6)	promoter-TSS (NM_001101)	51	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4437	chr5	101466795	101466846	+	4440	NA	Intergenic--4903	5S|rRNA|rRNA	165433	NM_180991	353189	Hs.127648	NM_180991	ENSG00000173930	SLCO4C1	OATP-H|OATP-M1|OATP4C1|OATPX|PRO2176|SLC21A20	solute carrier organic anion transporter family, member 4C1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2351	chr17	2092238	2092299	+	4389	NA	intron (NM_001256827, intron 3 of 11)	5S|rRNA|rRNA	-43704	NR_110888	101927839	Hs.665648	NR_110888	ENSG00000225084	LOC101927839	-	uncharacterized LOC101927839	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1494b	chr12	120730887	120731041	+	4376	NA	Intergenic--11066	U4|snRNA|snRNA	-9160	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1101	chr11	65625528	65625651	+	4336	NA	5' UTR (NM_005507, exon 1 of 4)	5' UTR (NM_005507, exon 1 of 4)	215	NM_005507	1072	Hs.170622	NM_005507	ENSG00000172757	CFL1	CFL|HEL-S-15|cofilin	cofilin 1 (non-muscle)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4465	chr5	10250355	10250552	+	4245	NA	5' UTR (NM_012073, exon 1 of 11)	promoter-TSS (NM_199133)	-196	NM_001306155	22948	Hs.1600	NM_012073	ENSG00000150753	CCT5	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	chaperonin containing TCP1, subunit 5 (epsilon)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4277	chr4	40992181	40992230	+	4239	NA	intron (NM_004307, intron 6 of 17)	5S|rRNA|rRNA	-132996	NM_001166053	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta (A4) precursor protein-binding, family B, member 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3698	chr20	47897225	47897299	+	4206	NA	non-coding (NR_003030, exon 1 of 1)	promoter-TSS (NR_003030)	42	NR_003030	692057		NR_003030	ENSG00000212304	SNORD12	HBII-99|MIR1259|MIRN1259	small nucleolar RNA, C/D box 12	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_641	chr10	327994	328066	+	4203	NA	intron (NM_014974, intron 35 of 36)	promoter-TSS (NR_106988).11	-4	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5827	chr9	98622194	98622252	+	4090	NA	intron (NR_023390, intron 1 of 2)	U2|snRNA|snRNA	-15677	NM_020207	375748	Hs.432364	NM_020207	ENSG00000182150	ERCC6L2	BMFS2|C9orf102|RAD26L|SR278	excision repair cross-complementation group 6-like 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4222	chr4	166214380	166214461	+	4089	NA	intron (NM_007246, intron 5 of 14)	U2|snRNA|snRNA	-13245	NR_026575	2713	Hs.654557	NR_026575		GK3P	GKP3|GKTB	glycerol kinase 3 pseudogene	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_617	chr1	238839872	238839937	+	4089	NA	Intergenic--1657	5S|rRNA|rRNA	-190587	NR_015407	339535	Hs.532047	NR_015407	ENSG00000215808	LINC01139	-	long intergenic non-protein coding RNA 1139	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5407	chr8	93179705	93179779	+	4070	NA	Intergenic	promoter-TSS (NR_106988).26	-3	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_886	chr11	18416108	18416220	+	4031	NA	5' UTR (NM_001135239, exon 1 of 7)	non-coding (NR_028500, exon 1 of 7)	228	NM_005566	3939	Hs.2795	NM_005566	ENSG00000134333	LDHA	GSD11|HEL-S-133P|LDHM|PIG19	lactate dehydrogenase A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4631	chr6	26056590	26056702	+	4028	NA	5' UTR (NM_005319, exon 1 of 1)	promoter-TSS (NM_005319)	53	NM_005319	3006	Hs.7644	NM_005319	ENSG00000187837	HIST1H1C	H1.2|H1C|H1F2|H1s-1	histone cluster 1, H1c	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2482	chr17	37356565	37356636	+	4014	NA	5' UTR (NM_000981, exon 1 of 6)	promoter-TSS (NM_000981)	64	NM_000981	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3069	chr19	50000976	50001062	+	3975	NA	non-coding (NR_001285, exon 1 of 1)	promoter-TSS (NR_001285)	43	NR_001285	84546		NR_001285	ENSG00000200530	SNORD35B	RNU35B|U35B	small nucleolar RNA, C/D box 35B	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4857	chr6	110074384	110074459	+	3958	NA	intron (NM_014845, intron 10 of 22)	promoter-TSS (NR_106988).22	-2	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1294	chr12	28658327	28658411	+	3862	NA	intron (NM_018318, intron 11 of 11)	5S|rRNA|rRNA	248236	NM_018318	55297	Hs.653125	NM_018318	ENSG00000123106	CCDC91	HSD8|p56	coiled-coil domain containing 91	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5020	chr6	44214834	44214928	+	3839	NA	5' UTR (NM_007355, exon 1 of 12)	5' UTR (NM_007355, exon 1 of 12)	186	NM_007355	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3293	chr2	85132778	85132868	+	3807	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	60	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5646a	chr9	35657738	35658017	+	3786	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	138	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4775	chr5	170814854	170814940	+	3750	NA	5' UTR (NM_001037738, exon 1 of 10)	5' UTR (NM_001037738, exon 1 of 10)	189	NM_001037738	4869	Hs.557550	NM_002520	ENSG00000181163	NPM1	B23|NPM	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4414	chr5	81574100	81574218	+	3732	NA	5' UTR (NM_001025, exon 1 of 4)	promoter-TSS (NM_001025)	76	NM_001025	6228	Hs.527193	NM_001025	ENSG00000186468	RPS23	S23	ribosomal protein S23	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3067	chr19	49994432	49994520	+	3714	NA	non-coding (NR_000018, exon 1 of 1)	promoter-TSS (NR_000018)	44	NR_000018	26816		NR_000018	ENSG00000200259	SNORD35A	RNU35|RNU35A|U35	small nucleolar RNA, C/D box 35A	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4666	chr6	27740086	27740150	+	3697	NA	Intergenic--5534	5S|rRNA|rRNA	10595	NR_038929	100131289	Hs.200573	NR_038929		LOC100131289	-	uncharacterized LOC100131289	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4670	chr5	129450095	129450163	+	3682	NA	intron (NM_175856, intron 2 of 2)	5S|rRNA|rRNA	209606	NM_175856	337876	Hs.213137	NM_175856	ENSG00000198108	CHSY3	CHSY2|CSS3	chondroitin sulfate synthase 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5582	chr9	19380156	19380238	+	3667	NA	5' UTR (NM_001010, exon 1 of 6)	promoter-TSS (NM_001010)	38	NM_001010	6194	Hs.408073	NM_001010	ENSG00000137154	RPS6	S6	ribosomal protein S6	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1457	chr12	98897281	98897366	+	3662	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	310	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_234	chr1	76253573	76253662	+	3648	NA	non-coding (NR_002749, exon 1 of 1)	promoter-TSS (NR_002749)	43	NR_002749	26805		NR_002749	ENSG00000207241	SNORD45A	RNU45A|U45a	small nucleolar RNA, C/D box 45A	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3736	chr20	60962124	60962224	+	3644	NA	5' UTR (NM_001024, exon 1 of 6)	promoter-TSS (NM_001024)	53	NM_001024	6227	Hs.190968	NM_001024	ENSG00000171858	RPS21	HLDF|S21	ribosomal protein S21	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_491	chr1	173836806	173836882	+	3529	NA	non-coding (NR_002579, exon 1 of 1)	promoter-TSS (NR_003941)	39	NR_002579	619498		NR_002579		SNORD74	U74|Z18	small nucleolar RNA, C/D box 74	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5739	chr9	113018698	113018854	+	3519	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	144	NM_003329	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4502	chr5	137896720	137896800	+	3504	NA	non-coding (NR_002913, exon 1 of 1)	promoter-TSS (NR_002913)	39	NR_002913	26785		NR_002913	ENSG00000206989	SNORD63	RNU63|U63	small nucleolar RNA, C/D box 63	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6000e	chrM	1253	2728	+	3489	NA	NA	Intergenic	NA	NA								
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3491	chr20	57607281	57607409	+	3485	NA	5' UTR (NM_006886, exon 1 of 3)	promoter-TSS (NM_006886)	77	NM_006886	514	Hs.177530	NM_006886		ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1493a	chr12	120729553	120729708	+	3468	NA	Intergenic--11066	U4|snRNA|snRNA	-10494	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_128	chr1	28906338	28906391	+	3460	NA	non-coding (NR_002987, exon 1 of 1)	promoter-TSS (NR_002987)	41	NR_002987	677838	Hs.632377	NR_002987	ENSG00000278274	SNORA61	ACA61	small nucleolar RNA, H/ACA box 61	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_195	chr1	45285534	45285671	+	3441	NA	3' UTR (NM_001166292, exon 23 of 23)	TTS (NM_001166292)	11448	NM_001136537	149478	Hs.632400	NM_001136537	ENSG00000222009	BTBD19	-	BTB (POZ) domain containing 19	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2620b	chr17	62223331	62223529	+	3437	NA	intron (NR_132278, intron 1 of 1)	promoter-TSS (NR_004380)	-8	NR_004380	692227		NR_004380	ENSG00000199753	SNORD104	U104	small nucleolar RNA, C/D box 104	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6111	chrX	87147696	87147752	+	3418	NA	Intergenic--17128	Intergenic	375009	NM_057162	56062	Hs.49075	NM_019117	ENSG00000102271	KLHL4	DKELCHL|KHL4	kelch-like family member 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1272	chr12	12756791	12756844	+	3379	NA	Intergenic--10435	AluSx1|SINE|Alu	-7950	NM_001310	1389	Hs.591156	NM_001310	ENSG00000111269	CREBL2	-	cAMP responsive element binding protein-like 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5548	chr8	146017710	146017803	+	3358	NA	5' UTR (NM_000973, exon 1 of 6)	promoter-TSS (NM_033301)	-27	NM_033301	6132	Hs.178551	NM_000973	ENSG00000161016	RPL8	L8	ribosomal protein L8	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4627	chr6	26032247	26032329	+	3351	NA	exon (NM_003537, exon 1 of 1)	promoter-TSS (NM_003537)	0	NM_003537	8358	Hs.533292	NM_003537	ENSG00000274267	HIST1H3B	H3/l|H3FL	histone cluster 1, H3b	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5113	chr6	133135708	133135766	+	3350	NA	5' UTR (NM_001016, exon 1 of 6)	promoter-TSS (NM_001016)	29	NM_001016	6206	Hs.546289	NM_001016		RPS12	S12	ribosomal protein S12	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_357	chr1	149858135	149858232	+	3348	NA	5' UTR (NM_003528, exon 1 of 1)	promoter-TSS (NM_003517)	49	NM_003528	8349	Hs.2178	NM_003528	ENSG00000184678	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	histone cluster 2, H2be	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5173	chr6	165823050	165823111	+	3306	NA	intron (NM_006661, intron 14 of 22)	promoter-TSS (NR_106988).24	-10	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1579	chr12	132515769	132515849	+	3268	NA	non-coding (NR_002979, exon 1 of 1)	promoter-TSS (NR_002979)	40	NR_002979	677829	Hs.742405	NR_002979	ENSG00000208892	SNORA49	ACA49	small nucleolar RNA, H/ACA box 49	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2412	chr17	37009917	37009987	+	3262	NA	5' UTR (NM_000978, exon 1 of 5)	promoter-TSS (NR_002576)	101	NM_000978	9349	Hs.406300	NM_000978		RPL23	L23|rpL17	ribosomal protein L23	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6000n	chrM	1253	2728	+	3249	NA	NA	Intergenic	NA	NA								
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1443	chr12	99477610	99477682	+	3240	NA	intron (NM_020140, intron 2 of 10)	5S|rRNA|rRNA	-9491	NR_110095	101928937	Hs.555499	NR_110095	ENSG00000258039	LOC101928937	-	uncharacterized LOC101928937	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3655	chr22	39709811	39709914	+	3218	NA	non-coding (NR_000028, exon 1 of 1)	promoter-TSS (NR_000028)	54	NR_000028	116938		NR_000028	ENSG00000209480	SNORD83B	RNU83B|U83B	small nucleolar RNA, C/D box 83B	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2085	chr15	96327893	96327971	+	3208	NA	Intergenic--12635	tRNA-Lys-AAG|tRNA|tRNA	351610	NR_027132	145820	Hs.652702	NR_027132	ENSG00000259134	LINC00924	-	long intergenic non-protein coding RNA 924	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5775	chr9	127624155	127624250	+	3204	NA	5' UTR (NM_007209, exon 1 of 4)	promoter-TSS (NM_007209)	38	NM_007209	11224	Hs.182825	NM_007209	ENSG00000136942	RPL35	L35	ribosomal protein L35	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4659	chr6	27114537	27114634	+	3136	NA	5' UTR (NM_080593, exon 1 of 2)	promoter-TSS (NM_080593)	52	NM_001312653	85236	Hs.437275	NM_080593		HIST1H2BK	H2B/S|H2BFAiii|H2BFT|H2BK	histone cluster 1, H2bk	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3201	chr2	131584229	131584292	+	3128	NA	Intergenic--2374	5S|rRNA|rRNA	70396	NM_001105195	205147	Hs.369289	NM_152698	ENSG00000178171	AMER3	FAM123C	APC membrane recruitment protein 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1173	chr11	123172175	123172254	+	3119	NA	Intergenic--10208	U8|snRNA|snRNA	80006	NR_039714	100616319		NR_039714	ENSG00000265357	MIR4493	-	microRNA 4493	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_919	chr11	8739116	8739167	+	3117	NA	intron (NM_005418, intron 8 of 22)	5S|rRNA|rRNA	32155	NR_002977	677826	Hs.745552	NR_002977	ENSG00000212607	SNORA3B	ACA3-2|SNORA45|SNORA45B	small nucleolar RNA, H/ACA box 3B	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2167	chr16	47484299	47484373	+	3103	NA	intron (NM_001305002, intron 5 of 17)	5S|rRNA|rRNA	10849	NM_001305002	81533	Hs.42217	NM_030790	ENSG00000129636	ITFG1	2310047C21Rik|CDA08|TIP	integrin alpha FG-GAP repeat containing 1	protein-coding
